"Latitude(deg)","Longitude(deg)","Txxparker","Txyparker","Txzparker","Tyyparker","Tyzparker","Tzzparker"
32.,50.,-37.893207395423445,3.488403792078113,3.143546215802664,-19.959259661728282,20.78455575491152,57.85246705729838
32.,50.5,8.930132350777855,-16.705634157941113,-9.498904436566924,-14.03732796744953,16.84745436107837,5.107195616818319
32.,51.,0.0459034356321334,5.416223333622857,-17.393843403385436,3.6366520516929643,-5.159671961058958,-3.682555487178441
32.,51.5,5.8930747933735725,-7.441326084803812,10.186304553406464,-24.210613884432803,-9.321745328039253,18.317539091205877
32.,52.,23.024096815639872,15.242333117043948,13.56289707074323,-20.96453106973652,8.950391716728351,-2.0595657457567094
32.5,50.,-46.41824560122822,-5.616936377639169,12.471419713090299,9.268404252417412,-1.174106954177894,37.149841348957445
32.5,50.5,7.6942442067790955,7.311354728931016,-6.2916154704140475,8.62504843566559,4.991766569075448,-16.31929264229804
32.5,51.,-0.8230769351785455,-3.4657258568133478,-25.621835905498852,-4.042016527520562,-4.412296635106312,4.865093462845759
32.5,51.5,7.6604465735410905,0.4380595585374053,4.647812314043778,5.153527726241363,19.040461073397154,-12.813974299635811
32.5,52.,31.88663175608656,1.3332479469840934,14.794219348778821,15.591292495932286,-2.647931622102725,-47.47792425187221
33.,50.,-30.385071108351855,5.372922926241859,9.769730332546832,-26.280897878272665,-19.644240570532645,56.665968986771155
33.,50.5,-7.425901541458316,7.392216149377063,-14.308130053818847,-22.6264646916058,-12.87576210110484,30.05236623321077
33.,51.,10.815697840802553,1.5307581117904328,-25.264785993473684,3.463102163453242,4.97527914556134,-14.278800004109154
33.,51.5,3.9389109941190408,5.137968441212214,5.695008604862147,18.113103162219904,-2.3997307368863803,-22.052014156192282
33.,52.,23.05636381488857,-19.433865628621565,24.108177109883552,-19.119114245817748,-9.116794173040851,-3.9372495689241784
33.5,50.,-24.115826701165762,-6.922499233406511,-5.801326561322788,22.420125003569602,-6.408752884463611,1.695701697742798
33.5,50.5,7.050334113896215,-0.4504327104735835,23.85048648796993,15.087489667282158,-7.97193707329653,-22.13782378103172
33.5,51.,8.069508885922204,16.500379873594408,0.2685200645897772,-2.236462532327375,3.4078178896242743,-5.833046353448188
33.5,51.5,-37.43048400770895,-18.173023859791098,-5.509088940611676,-42.895353068149994,-0.6828651372509628,80.32583707600558
33.5,52.,46.426467709056276,9.045575930076785,-12.808591050625237,10.097791557642594,2.0315791999666186,-56.52425926655224
34.,50.,-24.3911623065793,3.67810889272571,20.36292297565988,14.551628284013923,6.442544654262641,9.839534022712023
34.,50.5,28.173743962270223,2.452495990106612,-2.443585117629718,12.951254556107589,-0.9915217557524446,-41.12499851823115
34.,51.,-42.59549473179577,-19.98163546219435,-13.223409289553462,-0.8212751552982689,1.1888715609796563,43.41676988724069
34.,51.5,31.9920763643425,20.03832194484529,-2.13706361099773,43.839336064121525,-6.6361198712205605,-75.83141242831738
34.,52.,6.82083671176234,-6.1872913654832615,-2.5588649574789635,14.394561261979385,0.782754878448608,-21.215397973595078
